iter	Logloss
153	0.3762700859
154	0.3755218603
155	0.3751035852
156	0.3745009373
157	0.3737230864
158	0.3731935164
159	0.3728158907
160	0.3722920729
161	0.3713934172
162	0.3710006318
163	0.3705094169
164	0.3699281711
165	0.3692024531
166	0.3687507848
167	0.3682419036
168	0.367777296
169	0.3672913126
170	0.366802831
171	0.3662182725
172	0.365723063
173	0.3652377048
174	0.3646599593
175	0.3639793486
176	0.3636062134
177	0.3631768473
178	0.3628315939
179	0.3624988919
180	0.3620636959
181	0.3615335537
182	0.361175001
183	0.3606137219
184	0.3601806149
185	0.3597728626
186	0.359021924
187	0.358545622
188	0.3582935826
189	0.3579422979
190	0.3575729006
191	0.3572963691
192	0.3568266431
193	0.3564501154
194	0.3560545228
195	0.355821115
196	0.3556346677
197	0.3553528993
198	0.3550499837
199	0.354739312
200	0.354336171
201	0.3540587698
202	0.3535310536
203	0.3531619909
204	0.3526817871
205	0.3522796759
206	0.351940461
207	0.3516173129
208	0.3512477832
209	0.3510379909
210	0.3505325434
211	0.350285485
212	0.3499030833
213	0.3494481675
214	0.3490951159
215	0.3485770314
216	0.3482286889
217	0.3480112425
218	0.3477367946
219	0.3474610084
220	0.3471482562
221	0.3469047612
222	0.3465449822
223	0.3460806136
224	0.3457996733
225	0.34535781
226	0.3450871757
227	0.3447327029
228	0.3442274457
229	0.3438344984
230	0.3436206783
231	0.3433545855
232	0.3430994888
233	0.342598312
234	0.3423127005
235	0.3419859821
236	0.3416769595
237	0.3413144282
238	0.3409205514
239	0.340452936
240	0.3399173985
241	0.3396290936
242	0.339283404
243	0.3389726438
244	0.3387458214
245	0.3385168922
246	0.3382418063
247	0.337994719
248	0.3378039459
249	0.3374129344
250	0.3369846665
251	0.3368431009
252	0.3365744671
253	0.3363652568
254	0.3361841062
255	0.3359257543
256	0.3355527027
257	0.3352371556
258	0.3350516499
259	0.3346785438
260	0.3344436488
261	0.3342585507
262	0.3339311706
263	0.3337197181
264	0.3334962006
265	0.3331256217
266	0.3330128516
267	0.3326967234
268	0.3322900513
269	0.3320241561
270	0.3318213235
271	0.3315573569
272	0.3313619982
273	0.3311283718
274	0.3306017537
275	0.3303504928
276	0.3301754878
277	0.3299866388
278	0.3296961695
279	0.3294512582
280	0.3292345982
281	0.3290173745
282	0.3286851816
283	0.3283967252
284	0.3282898158
285	0.3280722429
286	0.3279538249
287	0.3278084624
288	0.3275760533
289	0.3273376867
290	0.3271681643
291	0.3269676108
292	0.3267569059
293	0.3264341808
294	0.3260197306
295	0.3257585722
296	0.325555456
297	0.3251831762
298	0.3249654038
299	0.3246271059
300	0.3244403609
301	0.3242022476
302	0.3239830151
303	0.3238006449
304	0.3237409365
305	0.3235182971
306	0.3233333365
307	0.3230793826
308	0.3227981849
309	0.3225252109
310	0.3223536305
311	0.3222438103
312	0.3220590164
313	0.3218696153
314	0.3216687117
315	0.3215482758
316	0.3212823678
317	0.3209253258
318	0.3207082975
319	0.3204481383
320	0.3202006038
321	0.3199299575
322	0.3197982962
323	0.3196117869
324	0.319342874
325	0.3191577813
326	0.3190323852
327	0.318920613
328	0.3186478848
329	0.3185099107
330	0.3183694793
331	0.3182484293
332	0.3179972611
333	0.3178374323
334	0.3176290477
335	0.3172525057
336	0.3170249375
337	0.316701712
338	0.3164484673
339	0.3162880758
340	0.316065827
341	0.3159591787
342	0.3158011553
343	0.3155569227
344	0.3152828857
345	0.3151363796
346	0.314975577
347	0.3147721042
348	0.3146563892
349	0.3144833471
350	0.3142654812
351	0.3140836586
352	0.3137562763
353	0.3135995261
354	0.3134552755
355	0.3133195796
356	0.3131908718
357	0.3129565036
358	0.3128119547
359	0.312524288
360	0.3122555873
361	0.3121009552
362	0.3119429911
363	0.3117912042
364	0.3115804866
365	0.3114680446
366	0.3112957661
367	0.3111984492
368	0.3110666188
369	0.31089197
370	0.3107090508
371	0.3106061196
372	0.3105656902
373	0.3104577581
374	0.3103546459
375	0.3102295753
376	0.3101347726
377	0.3099966582
378	0.3098123567
379	0.3096919475
380	0.3095634161
381	0.3093788125
382	0.3092024049
383	0.3089692391
384	0.3088405747
385	0.3087012179
386	0.3084171799
387	0.3083280146
388	0.3082833117
389	0.3081692427
390	0.3080925418
391	0.3078556177
392	0.3077381073
393	0.3076205179
394	0.3075337459
395	0.3073778302
396	0.3072698175
397	0.3071464365
398	0.307060488
399	0.3069125858
400	0.3068225627
401	0.3066469996
402	0.30650421
403	0.3062478097
404	0.3061423542
405	0.305957752
406	0.3057371168
407	0.3056124141
408	0.3055522065
409	0.3054289528
410	0.3053471926
411	0.3050515032
412	0.3048954258
413	0.3047581631
414	0.304559008
415	0.3044486213
416	0.3042751801
417	0.3041319998
418	0.3040162757
419	0.3038719357
420	0.3037589866
421	0.3035617681
422	0.3032372411
423	0.3029014464
424	0.3028365113
425	0.302677102
426	0.3024017844
427	0.3022410751
428	0.3021284784
429	0.3020131387
430	0.3019289161
431	0.3016833662
432	0.3015507724
433	0.3014333826
434	0.3013647687
435	0.3012533555
436	0.3011490855
437	0.301065757
438	0.3009528682
439	0.3008653458
440	0.3007437052
441	0.3006644095
442	0.3005602205
443	0.3003415992
444	0.300227346
445	0.3000641729
446	0.299986622
447	0.2998709351
448	0.2998002788
449	0.2996282216
450	0.2994569483
451	0.2993678327
452	0.2993216786
453	0.2992325203
454	0.2991113122
455	0.2990326428
456	0.2989090055
457	0.2987569925
458	0.298559731
459	0.2983936177
460	0.2983114202
461	0.2981588235
462	0.2981017205
463	0.2979459901
464	0.2977114772
465	0.2975593435
466	0.2973623914
467	0.2972391529
468	0.2970189773
469	0.2968868552
470	0.2968041662
471	0.2966249302
472	0.2964926348
473	0.2964032135
474	0.2961427452
475	0.2960213177
476	0.2959186493
477	0.2957137329
478	0.2956287288
479	0.295486768
480	0.2953882484
481	0.2952577086
482	0.2951787616
483	0.2949921778
484	0.2948590861
485	0.2947918301
486	0.2946617136
487	0.2944310421
488	0.2942986199
489	0.294026132
490	0.2939283774
491	0.2937987667
492	0.2937372849
493	0.2935990809
494	0.2934747397
495	0.2933382211
496	0.2932683723
497	0.2930018736
498	0.2929329618
499	0.2928554785
